sequence,channel_0
224982,6
224983,-9
224984,82
224985,12
224986,17
224987,-22
224988,45
224989,59
224990,57
224991,67
224992,39
224993,31
224994,5
224995,19
224996,46
224997,19
224998,-53
224999,-1
225000,98
225001,29
225002,-40
225003,43
225004,147
225005,3
225006,-53
225007,66
225008,61
225009,-24
225010,-77
225011,16
225012,4
225013,26
225014,57
225015,46
225016,10
225017,62
225018,-11
225019,-42
225020,17
225021,11
225022,-75
225023,-12
225024,10
225025,-66
225026,-2
225027,101
225028,-38
225029,-90
225030,28
225031,20
225032,-41
225033,-61
225034,105
225035,83
225036,34
225037,-52
225038,58
225039,20
225040,-37
225041,-69
225042,-7
225043,-10
225044,-53
225045,-32
225046,-36
225047,48
225048,41
225049,-1
225050,-12
225051,-6
225052,17
225053,20
225054,12
225055,-13
225056,37
225057,84
225058,15
225059,53
225060,33
225061,34
225062,64
225063,56
225064,-1
225065,61
225066,114
225067,12
225068,-12
225069,102
225070,81
225071,-40
225072,62
225073,49
225074,20
225075,24
225076,20
225077,-51
225078,-9
225079,54
225080,-7
225081,-91
225082,10
225083,49
225084,-72
225085,-124
225086,22
225087,91
225088,8
225089,-65
225090,-8
225091,33
225092,49
225093,11
225094,-76
225095,-7
225096,73
225097,5
225098,-62
225099,10
225100,45
225101,-31
225102,-11
225103,37
225104,-19
225105,58
225106,101
225107,7
225108,-37
225109,19
225110,-22
225111,-65
225112,-21
225113,14
225114,-35
225115,-50
225116,-31
225117,-98
225118,-46
225119,11
225120,-17
225121,-90
225122,42
225123,103
225124,-40
225125,-38
225126,70
225127,96
225128,65
225129,71
225130,60
225131,30
225132,65
225133,111
225134,73
225135,9
225136,31
225137,45
225138,-11
225139,0
225140,65
225141,82
225142,10
225143,5
225144,57
225145,89
225146,42
225147,-2
225148,-3
225149,22
225150,38
225151,-50
225152,31
225153,75
225154,6
225155,43
225156,84
225157,75
225158,36
225159,135
225160,37
225161,46
225162,130
225163,98
225164,-14
225165,60
225166,166
225167,34
225168,25
225169,68
225170,36
225171,60
225172,118
225173,36
225174,1
225175,61
225176,26
225177,-53
225178,-32
225179,7
225180,-41
225181,-47
225182,21
225183,-5
225184,-55
225185,-39
225186,5
225187,-44
225188,-87
225189,26
225190,-29
225191,-52
225192,-64
225193,-31
225194,-41
225195,-30
225196,-8
225197,-28
225198,-28
225199,-48
225200,11
225201,-4
225202,-32
225203,-13
225204,18
225205,11
225206,13
225207,-27
225208,-37
225209,-28
225210,-39
225211,27
225212,-6
225213,10
225214,1
225215,-37
225216,36
225217,63
225218,37
225219,-49
225220,-63
225221,56
225222,71
225223,26
225224,3
225225,41
225226,78
225227,81
225228,37
225229,-22
225230,78
225231,116
225232,-6
225233,-36
225234,87
225235,44
225236,-71
225237,69
225238,132
225239,29
225240,30
225241,90
225242,4
225243,-29
225244,99
225245,104
225246,31
225247,117
225248,118
225249,43
225250,57
225251,134
225252,53
225253,-11
225254,109
225255,123
225256,-6
225257,48
225258,162
225259,7
225260,-26
225261,165
225262,96
225263,-56
225264,114
225265,151
225266,-38
225267,-4
225268,185
225269,19
225270,-85
225271,114
225272,116
225273,-54
225274,46
225275,151
225276,-30
225277,-16
225278,93
225279,-23
225280,-110
225281,58
225282,92
225283,-152
225284,-24
225285,124
225286,-46
225287,-117
225288,88
225289,20
225290,-142
225291,-20
225292,26
225293,-116
225294,-36
225295,74
225296,10
225297,-23
225298,103
225299,62
225300,-108
225301,7
225302,80
225303,57
225304,37
225305,120
225306,70
225307,28
225308,90
225309,82
225310,43
225311,120
225312,145
225313,-30
225314,-48
225315,93
225316,89
225317,-78
225318,-22
225319,109
225320,45
225321,-63
225322,44
225323,54
225324,-42
225325,-45
225326,-21
225327,-22
225328,14
225329,7
225330,-84
225331,13
225332,59
225333,20
225334,69
225335,72
225336,-28
225337,-42
225338,7
225339,-15
225340,-31
225341,12
225342,27
225343,20
225344,-34
225345,-18
225346,91
225347,44
225348,-88
225349,-9
225350,120
225351,57
225352,-55
225353,25
225354,56
225355,125
225356,29
225357,-23
225358,84
225359,109
225360,10
225361,-9
225362,51
225363,13
225364,46
225365,69
225366,53
225367,41
225368,41
225369,72
225370,87
225371,92
225372,48
225373,67
225374,97
225375,-17
225376,-33
225377,14
225378,88
225379,13
225380,32
225381,18
225382,4
225383,12
225384,20
225385,5
225386,18
225387,61
225388,38
225389,50
225390,79
225391,105
225392,9
225393,50
225394,57
225395,60
225396,29
225397,34
225398,49
225399,19
225400,29
225401,29
225402,49
225403,-20
225404,34
225405,80
225406,-3
225407,-76
225408,8
225409,12
225410,-86
225411,-8
225412,-20
225413,-81
225414,-17
225415,-10
225416,-77
225417,-39
225418,40
225419,-31
225420,-55
225421,19
225422,-6
225423,-33
225424,-62
225425,-45
225426,34
225427,34
225428,-122
225429,-111
225430,-38
225431,-93
225432,-51
225433,-14
225434,-140
225435,-130
225436,6
225437,-34
225438,-98
225439,-15
225440,-20
225441,-112
225442,-43
225443,33
225444,-22
225445,-18
225446,6
225447,-4
225448,-7
225449,72
225450,1
225451,-24
225452,16
225453,51
225454,-34
225455,-4
225456,74
225457,21
225458,-56
225459,-20
225460,-3
225461,-40
225462,-10
225463,1
225464,-23
225465,-78
225466,-68
225467,-12
225468,-77
225469,-76
225470,-30
225471,-22
225472,-115
225473,-17
225474,-7
225475,-83
225476,-29
225477,19
225478,-36
225479,-12
225480,3
225481,-94
225482,-103
225483,61
225484,45
225485,-82
225486,-18
225487,123
225488,70
225489,-14
225490,1
225491,36
225492,65
225493,50
225494,35
225495,-33
225496,43
225497,-25
225498,-6
225499,-3
225500,-33
225501,1
225502,42
225503,13
225504,-20
225505,39
225506,-4
225507,-52
225508,-30
225509,9
225510,-43
225511,6
225512,46
225513,-81
225514,-60
225515,17
225516,14
225517,-73
225518,-57
225519,-3
225520,-15
225521,-90
225522,-45
225523,-35
225524,-22
225525,-17
225526,-51
225527,-53
225528,9
225529,36
225530,-50
225531,17
225532,104
225533,4
225534,-78
225535,32
225536,-9
225537,-66
225538,-46
225539,-13
225540,-22
225541,44
225542,40
225543,-61
225544,-21
225545,91
225546,1
225547,-67
225548,118
225549,100
225550,-48
225551,-47
225552,30
225553,-19
225554,18
225555,-41
225556,-60
225557,-10
225558,46
225559,-42
225560,-72
225561,-62
225562,-4
225563,54
225564,-12
225565,-33
225566,-8
225567,47
225568,-12
225569,-83
225570,17
225571,47
225572,29
225573,-36
225574,-8
225575,-1
225576,13
225577,-62
225578,-79
225579,13
225580,15
225581,-2
225582,-46
225583,-17
225584,-13
225585,-20
225586,-58
225587,-22
225588,-15
225589,20
225590,-30
225591,14
225592,10
225593,65
225594,41
225595,-70
225596,-67
225597,26
225598,63
225599,-69
225600,-11
225601,28
225602,64
225603,-71
225604,-30
225605,24
225606,61
225607,-13
225608,-23
225609,63
225610,67
225611,10
225612,18
225613,26
225614,-32
225615,-32
225616,-23
225617,-39
225618,3
225619,94
225620,-15
225621,-64
225622,-17
225623,20
225624,1
225625,15
225626,18
225627,-108
225628,-14
225629,106
225630,-34
225631,-94
225632,40
225633,49
225634,-64
225635,-3
225636,75
225637,21
225638,-31
225639,-16
225640,0
225641,57
225642,45
225643,-5
225644,-19
225645,-22
225646,1
225647,17
225648,-5
225649,-38
225650,-19
225651,9
225652,6
225653,38
225654,-1
225655,-63
225656,53
225657,60
225658,-78
225659,-97
225660,57
225661,42
225662,-117
225663,-77
225664,-24
225665,-2
225666,-51
225667,-68
225668,-112
225669,-46
225670,-21
225671,-126
225672,-129
225673,-29
225674,-22
225675,-104
225676,-82
225677,-82
225678,-60
225679,-99
225680,-101
225681,-66
225682,-102
225683,-148
225684,-153
225685,-94
225686,-76
225687,-82
225688,-80
225689,-95
225690,-106
225691,-60
225692,-103
225693,-154
225694,-131
225695,-59
225696,-107
225697,-94
225698,-92
225699,-89
225700,-89
225701,-88
225702,-166
225703,-164
225704,-55
225705,-67
225706,-119
225707,-193
225708,-75
225709,-33
225710,-97
225711,-160
225712,-89
225713,-24
225714,-108
225715,-136
225716,-85
225717,-82
225718,-63
225719,-78
225720,-115
225721,-90
225722,-6
225723,-43
225724,-143
225725,-105
225726,-46
225727,-52
225728,-102
225729,-122
225730,-45
225731,20
225732,-74
225733,-136
225734,-61
225735,-70
225736,-47
225737,-24
225738,-42
225739,-68
225740,-75
225741,-74
225742,-123
225743,-45
225744,-27
225745,-16
225746,-47
225747,-29
225748,-4
225749,-59
225750,-72
225751,-24
225752,27
225753,-78
225754,-13
225755,45
225756,-3
225757,-99
225758,30
225759,83
225760,-18
225761,-29
225762,29
225763,17
225764,-11
225765,-3
225766,-15
225767,11
225768,-2
225769,-38
225770,-80
225771,22
225772,-25
225773,-98
225774,-68
225775,5
225776,-19
225777,-48
225778,2
225779,-16
225780,-81
225781,17
225782,46
225783,-39
225784,-47
225785,46
225786,68
225787,-97
225788,-94
225789,85
225790,68
225791,-47
225792,-22
225793,51
225794,78
225795,-3
225796,-78
225797,17
225798,96
225799,17
225800,-118
225801,-37
225802,37
225803,5
225804,-3
225805,-28
225806,-16
225807,-11
225808,28
225809,-18
225810,-45
225811,4
225812,13
225813,-9
225814,5
225815,-25
225816,33
225817,17
225818,-96
225819,-30
225820,79
225821,18
225822,-58
225823,-29
225824,-20
225825,-10
225826,-14
225827,-92
225828,-91
225829,58
225830,26
225831,-128
225832,-76
225833,-1
225834,-18
225835,-129
225836,-8
225837,61
225838,17
225839,-28
225840,-31
225841,-58
225842,-45
225843,-7
225844,-27
225845,3
225846,12
225847,-17
225848,-35
225849,53
225850,-30
225851,-95
225852,-1
225853,26
225854,-41
225855,-81
225856,16
225857,8
225858,-68
225859,-73
225860,1
225861,16
225862,-62
225863,-18
225864,-17
225865,-36
225866,6
225867,-25
225868,-61
225869,41
225870,92
225871,-37
225872,-63
225873,38
225874,80
225875,-74
225876,-64
225877,38
225878,-6
225879,30
225880,83
225881,31
225882,-56
225883,55
225884,121
225885,-42
225886,-35
225887,153
225888,138
225889,-56
225890,24
225891,140
225892,92
225893,51
225894,95
225895,35
225896,33
225897,164
225898,71
225899,-55
225900,104
225901,172
225902,-59
225903,6
225904,166
225905,64
225906,-75
225907,98
225908,113
225909,-9
225910,61
225911,62
225912,-18
225913,9
225914,68
225915,1
225916,-18
225917,33
225918,29
225919,14
225920,63
225921,52
225922,-17
225923,66
225924,57
225925,-56
225926,-66
225927,69
225928,91
225929,-28
225930,11
225931,41
225932,28
225933,-9
225934,4
225935,1
225936,43
225937,27
225938,-42
225939,-59
225940,-68
225941,-3
225942,16
225943,70
225944,42
225945,-9
225946,50
225947,2
225948,-2
225949,-18
225950,41
225951,-27
225952,-81
225953,48
225954,31
225955,70
225956,94
225957,80
225958,59
225959,78
225960,68
225961,-60
225962,-45
225963,6
225964,38
225965,52
225966,97
225967,22
225968,41
225969,24
225970,9
225971,-6
225972,-17
225973,56
225974,-69
225975,-98
225976,29
225977,74
225978,-65
225979,-96
225980,55
225981,3
225982,-97
225983,-73
225984,-47
225985,-82
225986,6
225987,-5
225988,-107
225989,5
225990,39
225991,-34
225992,6
225993,76
225994,78
225995,0
225996,-22
225997,14
225998,29
225999,42
226000,37
226001,-72
226002,-78
226003,-60
226004,-15
226005,-15
226006,-36
226007,-38
226008,-12
226009,20
226010,-71
226011,-108
226012,-32
226013,127
226014,3
226015,-44
226016,8
226017,23
226018,-18
226019,2
226020,71
226021,21
226022,52
226023,23
226024,-10
226025,76
226026,160
226027,64
226028,-31
226029,103
226030,88
226031,-20
226032,36
226033,111
226034,-1
226035,94
226036,120
226037,16
226038,48
226039,139
226040,66
226041,-37
226042,112
226043,102
226044,-4
226045,17
226046,89
226047,82
226048,72
226049,68
226050,63
226051,86
226052,111
226053,75
226054,-26
226055,-13
226056,118
226057,51
226058,-5
226059,99
226060,147
226061,-23
226062,-41
226063,50
226064,-2
226065,-62
226066,50
226067,-42
226068,-80
226069,83
226070,61
226071,-87
226072,-46
226073,23
226074,-94
226075,-98
226076,-67
226077,-66
226078,-83
226079,48
226080,-13
226081,-59
226082,-5
226083,47
226084,-6
226085,-63
226086,-7
226087,-16
226088,-33
226089,7
226090,51
226091,6
226092,55
226093,70
226094,32
226095,24
226096,87
226097,42
226098,-5
226099,-16
226100,-7
226101,17
226102,59
226103,54
226104,-12
226105,-4
226106,27
226107,30
226108,8
226109,-20
226110,42
226111,78
226112,16
226113,35
226114,25
226115,51
226116,62
226117,19
226118,24
226119,35
226120,1
226121,20
226122,15
226123,-5
226124,-15
226125,42
226126,-12
226127,-65
226128,23
226129,64
226130,-37
226131,-54
226132,-29
226133,1
226134,29
226135,5
226136,-52
226137,11
226138,80
226139,-32
226140,-95
226141,0
226142,56
226143,-46
226144,-60
226145,-30
226146,8
226147,91
226148,12
226149,-31
226150,10
226151,168
226152,54
226153,-67
226154,-32
226155,46
226156,-9
226157,-58
226158,53
226159,14
226160,83
226161,91
226162,67
226163,-27
226164,63
226165,144
226166,38
226167,9
226168,56
226169,113
226170,62
226171,60
226172,82
226173,48
226174,65
226175,115
226176,22
226177,41
226178,129
226179,47
226180,-75
226181,4
226182,112
226183,57
226184,-17
226185,-4
226186,21
226187,75
226188,103
226189,31
226190,40
226191,87
226192,24
226193,-62
226194,46
226195,96
226196,46
226197,-22
226198,13
226199,0
226200,46
226201,49
226202,-58
226203,27
226204,151
226205,129
226206,9
226207,17
226208,156
226209,40
226210,-60
226211,28
226212,64
226213,101
226214,45
226215,-16
226216,54
226217,145
226218,138
226219,19
226220,-59
226221,103
226222,100
226223,-46
226224,-76
226225,121
226226,206
226227,106
226228,26
226229,94
226230,121
226231,107
226232,-8
226233,26
226234,174
226235,155
226236,52
226237,24
226238,141
226239,38
226240,23
226241,54
226242,1
226243,-5
226244,67
226245,0
226246,-90
226247,-4
226248,99
226249,19
226250,4
226251,100
226252,84
226253,108
226254,14
226255,19
226256,60
226257,101
226258,35
226259,-81
226260,6
226261,104
226262,73
226263,-19
226264,66
226265,43
226266,-20
226267,25
226268,-20
226269,2
226270,24
226271,44
226272,-131
226273,-36
226274,127
226275,4
226276,-28
226277,20
226278,32
226279,-16
226280,86
226281,50
226282,-145
226283,5
226284,131
226285,-73
226286,-120
226287,145
226288,115
226289,-77
226290,9
226291,100
226292,53
226293,-25
226294,5
226295,-47
226296,-30
226297,-15
226298,-18
226299,-46
226300,-50
226301,-18
226302,-25
226303,-72
226304,12
226305,26
226306,-45
226307,22
226308,-6
226309,-27
226310,-41
226311,19
226312,-93
226313,-105
226314,64
226315,-41
226316,-83
226317,6
226318,35
226319,23
226320,-15
226321,-17
226322,-49
226323,-46
226324,-73
226325,-107
226326,-53
226327,42
226328,-18
226329,-120
226330,-38
226331,58
226332,30
226333,-53
226334,-90
226335,-21
226336,-12
226337,-44
226338,-47
226339,15
226340,48
226341,1
226342,-17
226343,22
226344,62
226345,56
226346,-23
226347,-49
226348,17
226349,55
226350,-2
226351,-18
226352,64
226353,35
226354,-33
226355,-6
226356,75
226357,36
226358,-13
226359,41
226360,30
226361,44
226362,17
226363,47
226364,-31
226365,-47
226366,-35
226367,-62
226368,-44
226369,-77
226370,-57
226371,-55
226372,-13
226373,37
226374,-29
226375,12
226376,79
226377,27
226378,-83
226379,-53
226380,-5
226381,-52
226382,-56
226383,-18
226384,-28
226385,-81
226386,-43
226387,20
226388,-1
226389,-47
226390,-18
226391,16
226392,-52
226393,-66
226394,7
226395,-92
226396,-87
226397,51
226398,106
226399,-13
226400,-42
226401,20
226402,-11
226403,-44
226404,15
226405,-40
226406,-26
226407,46
226408,-12
226409,-32
226410,32
226411,64
226412,-78
226413,-152
226414,-7
226415,-47
226416,-119
226417,-44
226418,-80
226419,-157
226420,-89
226421,-73
226422,-185
226423,-123
226424,24
226425,-42
226426,-151
226427,-61
226428,-56
226429,-74
226430,-23
226431,-66
226432,-48
226433,21
226434,1
226435,-131
226436,-38
226437,87
226438,52
226439,-93
226440,-10
226441,47
226442,-31
226443,-89
226444,-15
226445,-17
226446,-35
226447,20
226448,-35
226449,-46
226450,-44
226451,-86
226452,-72
226453,-64
226454,-95
226455,-57
226456,-25
226457,5
226458,-133
226459,-71
226460,-68
226461,-102
226462,-90
226463,-4
226464,13
226465,-51
226466,41
226467,67
226468,55
226469,4
226470,-5
226471,-38
226472,88
226473,20
226474,5
226475,40
226476,146
226477,84
226478,-17
226479,66
226480,86
226481,-18
226482,-92
226483,21
226484,-38
226485,-94
226486,68
226487,73
226488,-69
226489,70
226490,88
226491,-109
226492,-4
226493,133
226494,59
226495,-70
226496,62
226497,58
226498,-59
226499,26
226500,0
226501,55
226502,78
226503,111
226504,-53
226505,-39
226506,42
226507,9
226508,-19
226509,20
226510,25
226511,-40
226512,-30
226513,-48
226514,3
226515,-55
226516,7
226517,-44
226518,-30
226519,-92
226520,-96
226521,-45
226522,-94
226523,-41
226524,-85
226525,-65
226526,-28
226527,30
226528,-61
226529,-68
226530,50
226531,23
226532,9
226533,-17
226534,48
226535,-32
226536,-19
226537,18
226538,-44
226539,-56
226540,-3
226541,-2
226542,-46
226543,-48
226544,6
226545,-29
226546,-31
226547,-29
226548,-36
226549,-67
226550,-29
226551,-80
226552,-65
226553,46
226554,82
226555,1
226556,-24
226557,13
226558,-7
226559,-57
226560,-29
226561,-49
226562,-59
226563,-13
226564,-49
226565,-147
226566,-89
226567,49
226568,83
226569,-68
226570,-100
226571,11
226572,33
226573,-120
226574,-119
226575,-16
226576,-15
226577,-112
226578,-90
226579,-60
226580,-48
226581,18
226582,-16
226583,-143
226584,-122
226585,49
226586,-48
226587,-135
226588,5
226589,49
226590,-106
226591,-116
226592,33
226593,-138
226594,-65
226595,37
226596,-93
226597,-147
226598,71
226599,62
226600,-156
226601,-65
226602,2
226603,-74
226604,-109
226605,38
226606,-61
226607,-164
226608,-20
226609,59
226610,-76
226611,-66
226612,56
226613,-25
226614,-57
226615,-1
226616,-16
226617,-62
226618,96
226619,69
226620,-34
226621,43
226622,126
226623,-12
226624,21
226625,77
226626,18
226627,-56
226628,98
226629,73
226630,-5
226631,77
226632,119
226633,4
226634,59
226635,164
226636,-13
226637,2
226638,107
226639,78
226640,-130
226641,-4
226642,120
226643,-45
226644,-78
226645,29
226646,16
226647,-65
226648,18
226649,-27
226650,-30
226651,17
226652,22
226653,-65
226654,-72
226655,47
226656,-26
226657,-15
226658,49
226659,84
226660,-38
226661,-42
226662,0
226663,-46
226664,-112
226665,26
226666,-19
226667,-127
226668,-36
226669,56
226670,11
226671,-30
226672,-9
226673,-49
226674,18
226675,17
226676,-72
226677,-113
226678,12
226679,-44
226680,-116
226681,-71
226682,-89
226683,-110
226684,-102
226685,-112
226686,-93
226687,-18
226688,-104
226689,-170
226690,-100
226691,-56
226692,-113
226693,-110
226694,-32
226695,-7
226696,-68
226697,-57
226698,-67
226699,-92
226700,-71
226701,-74
226702,-85
226703,-132
226704,-79
226705,-65
226706,-142
226707,-132
226708,-48
226709,-43
226710,-49
226711,5
226712,-100
226713,-104
226714,-78
226715,-47
226716,-107
226717,-73
226718,-52
226719,-210
226720,-88
226721,-110
226722,-218
226723,-193
226724,27
226725,-32
226726,-114
226727,-19
226728,-48
226729,-61
226730,-21
226731,-72
226732,-183
226733,-83
226734,-13
226735,-71
226736,-114
226737,79
226738,62
226739,-76
226740,-11
226741,51
226742,-24
226743,-74
226744,-5
226745,-127
226746,-129
226747,65
226748,33
226749,-152
226750,0
226751,60
226752,-88
226753,-107
226754,-32
226755,-31
226756,-91
226757,-61
226758,-12
226759,52
226760,43
226761,-28
226762,-49
226763,35
226764,43
226765,-26
226766,-4
226767,63
226768,12
226769,-52
226770,-10
226771,73
226772,82
226773,36
226774,40
226775,23
226776,56
226777,85
226778,-24
226779,-36
226780,13
226781,60
226782,-20
226783,-15
226784,-34
226785,-55
226786,57
226787,10
226788,-117
226789,-25
226790,70
226791,-72
226792,-87
226793,68
226794,37
226795,-35
226796,-13
226797,-23
226798,-51
226799,49
226800,28
226801,-106
226802,-13
226803,107
226804,-24
226805,-146
226806,21
226807,152
226808,-16
226809,-93
226810,-1
226811,0
226812,-70
226813,37
226814,3
226815,-88
226816,-34
226817,104
226818,-73
226819,-123
226820,99
226821,86
226822,-116
226823,-18
226824,56
226825,-113
226826,-18
226827,56
226828,-43
226829,-50
226830,83
226831,-54
226832,-126
226833,60
226834,40
226835,-48
226836,-35
226837,0
226838,-21
226839,17
226840,42
226841,-21
226842,-4
226843,31
226844,68
226845,-6
226846,-4
226847,41
226848,91
226849,19
226850,-18
226851,48
226852,121
226853,59
226854,-61
226855,22
226856,102
226857,27
226858,-31
226859,79
226860,194
226861,99
226862,14
226863,37
226864,120
226865,106
226866,19
226867,43
226868,107
226869,139
226870,48
226871,46
226872,97
226873,78
226874,98
226875,29
226876,2
226877,-13
226878,92
226879,89
226880,33
226881,57
226882,68
226883,50
226884,59
226885,14
226886,4
226887,101
226888,78
226889,-17
226890,-42
226891,113
226892,140
226893,-32
226894,13
226895,154
226896,118
226897,-11
226898,31
226899,130
226900,60
226901,-19
226902,24
226903,51
226904,44
226905,57
226906,39
226907,67
226908,99
226909,62
226910,33
226911,56
226912,105
226913,135
226914,43
226915,66
226916,98
226917,77
226918,17
226919,69
226920,61
226921,42
226922,51
226923,75
226924,42
226925,6
226926,98
226927,57
226928,45
226929,66
226930,111
226931,60
226932,64
226933,87
226934,50
226935,80
226936,98
226937,73
226938,4
226939,74
226940,29
226941,28
226942,31
226943,19
226944,39
226945,77
226946,70
226947,7
226948,62
226949,69
226950,30
226951,6
226952,44
226953,27
226954,68
226955,35
226956,17
226957,32
226958,89
226959,48
226960,36
226961,55
226962,0
226963,-40
226964,0
226965,-31
226966,-49
226967,36
226968,-3
226969,-46
226970,-7
226971,37
226972,-30
226973,-79
226974,-35
226975,-7
226976,5
226977,-18
226978,-26
226979,-24
226980,-41
226981,-95
226982,-31
226983,-12
226984,-14
226985,-4
226986,-57
226987,-83
226988,-25
226989,-25
226990,-52
226991,10
226992,-25
226993,18
226994,52
226995,25
226996,18
226997,73
226998,51
226999,-7
227000,31
227001,46
227002,-3
227003,-12
227004,30
227005,51
227006,71
227007,55
227008,32
227009,39
227010,71
227011,15
227012,-17
227013,80
227014,-2
227015,-32
227016,45
227017,59
227018,25
227019,4
227020,32
227021,75
227022,62
227023,18
227024,17
227025,72
227026,54
227027,54
227028,22
227029,47
227030,96
227031,85
227032,23
227033,64
227034,165
227035,53
227036,12
227037,98
227038,98
227039,12
227040,95
227041,76
227042,-54
227043,33
227044,195
227045,61
227046,-62
227047,66
227048,94
227049,-1
227050,-29
227051,129
227052,105
227053,34
227054,35
227055,76
227056,21
227057,37
227058,-19
227059,-31
227060,57
227061,78
227062,17
227063,-50
227064,63
227065,47
227066,1
227067,-3
227068,105
227069,50
227070,-78
227071,-55
227072,21
227073,-57
227074,-9
227075,75
227076,25
227077,-89
227078,-30
227079,-15
227080,-72
227081,-19
227082,-18
227083,-26
227084,-17
227085,65
227086,-38
227087,-66
227088,6
227089,47
227090,-8
227091,19
227092,76
227093,-14
227094,-29
227095,60
227096,58
227097,35
227098,48
227099,93
227100,56
227101,34
227102,17
227103,-13
227104,-13
227105,18
227106,-47
227107,-8
227108,25
227109,54
227110,7
227111,45
227112,91
227113,-23
227114,-26
227115,58
227116,107
227117,14
227118,-7
227119,101
227120,38
227121,-9
227122,75
227123,97
227124,50
227125,93
227126,87
227127,75
227128,15
227129,48
227130,12
227131,2
227132,28
227133,31
227134,-14
227135,-22
227136,11
227137,11
227138,-50
227139,-50
227140,39
227141,47
227142,-27
227143,-9
227144,28
227145,-17
227146,31
227147,61
227148,-39
227149,-20
227150,66
227151,-36
227152,-136
227153,60
227154,105
227155,-46
227156,7
227157,85
227158,-21
227159,-15
227160,10
227161,-38
227162,-45
227163,25
227164,21
227165,-37
227166,-19
227167,-57
227168,-75
227169,-27
227170,15
227171,9
227172,19
227173,16
227174,-23
227175,-34
227176,-3
227177,14
227178,21
227179,64
227180,27
227181,-23
227182,80
227183,93
227184,-26
227185,-18
227186,85
227187,86
227188,23
227189,8
227190,4
227191,-36
227192,66
227193,55
227194,-43
227195,-35
227196,29
227197,11
227198,-35
227199,24
227200,-24
227201,-38
227202,3
227203,39
227204,-39
227205,14
227206,81
227207,2
227208,-26
227209,72
227210,39
227211,-42
227212,48
227213,109
227214,103
227215,78
227216,88
227217,29
227218,118
227219,103
227220,-27
227221,4
227222,97
227223,41
227224,-18
227225,70
227226,28
227227,-5
227228,47
227229,52
227230,-38
227231,-36
227232,29
227233,-33
227234,-41
227235,-11
227236,16
227237,17
227238,-2
227239,62
227240,41
227241,20
227242,28
227243,64
227244,70
227245,35
227246,38
227247,-15
227248,3
227249,36
227250,38
227251,33
227252,36
227253,49
227254,77
227255,112
227256,45
227257,-34
227258,-33
227259,67
227260,53
227261,-76
227262,-105
227263,60
227264,64
227265,-50
227266,-37
227267,10
227268,-7
227269,20
227270,-23
227271,-76
227272,-36
227273,27
227274,-31
227275,-72
227276,14
227277,-1
227278,-16
227279,-43
227280,10
227281,-13
227282,3
227283,-29
227284,-76
227285,-29
227286,-19
227287,-8
227288,-27
227289,1
227290,69
227291,101
227292,24
227293,41
227294,41
227295,77
227296,46
227297,20
227298,31
227299,60
227300,71
227301,44
227302,77
227303,82
227304,27
227305,44
227306,28
227307,-6
227308,54
227309,61
227310,18
227311,-25
227312,44
227313,69
227314,3
227315,-28
227316,65
227317,10
227318,-7
227319,83
227320,39
227321,-15
227322,48
227323,71
227324,-31
227325,1
227326,84
227327,14
227328,3
227329,47
227330,31
227331,-109
227332,-23
227333,-2
227334,-54
227335,44
227336,76
227337,-9
227338,-31
227339,30
227340,-63
227341,-76
227342,-15
227343,-44
227344,-81
227345,19
227346,1
227347,-42
227348,-25
227349,-13
227350,-81
227351,-38
227352,21
227353,-35
227354,-82
227355,-7
227356,-2
227357,-36
227358,-41
227359,-15
227360,6
227361,-10
227362,-35
227363,-64
227364,5
227365,8
227366,-35
227367,-18
227368,7
227369,-41
227370,-50
227371,-11
227372,-57
227373,-55
227374,-4
227375,-40
227376,-118
227377,-106
227378,-42
227379,-73
227380,-107
227381,-81
227382,-53
227383,-33
227384,-30
227385,-55
227386,-46
227387,59
227388,-20
227389,-93
227390,-26
227391,40
227392,-47
227393,-47
227394,25
227395,-7
227396,-23
227397,-14
227398,-31
227399,16
227400,31
227401,-8
227402,-52
227403,-34
227404,-19
227405,-94
227406,-153
227407,-60
227408,-40
227409,-7
227410,-28
227411,-65
227412,-78
227413,-83
227414,-59
227415,-70
227416,-50
227417,-74
227418,-88
227419,-83
227420,-106
227421,-72
227422,-27
227423,-63
227424,-95
227425,-4
227426,-14
227427,-120
227428,-90
227429,-14
227430,-19
227431,-75
227432,-18
227433,-23
227434,-51
227435,-84
227436,-53
227437,-58
227438,-58
227439,-84
227440,-80
227441,-51
227442,-112
227443,-64
227444,-50
227445,-70
227446,-76
227447,-61
227448,-27
227449,-47
227450,-81
227451,-56
227452,7
227453,-5
227454,-87
227455,-80
227456,30
227457,-7
227458,-93
227459,-96
227460,-70
227461,-70
227462,-83
227463,-111
227464,-52
227465,-20
227466,-12
227467,-89
227468,-36
227469,5
227470,8
227471,-22
227472,-32
227473,-30
227474,34
227475,20
227476,-89
227477,-66
227478,27
227479,46
227480,-18
227481,-53
227482,-42
227483,-32
227484,33
227485,-20
227486,-71
227487,-7
227488,29
227489,-53
227490,-64
227491,25
227492,22
227493,-97
227494,-79
227495,36
227496,-70
227497,-91
227498,-12
227499,15
227500,-43
227501,3
227502,16
227503,-26
227504,-57
227505,6
227506,-21
227507,-26
227508,37
227509,26
227510,-25
227511,-22
227512,-9
227513,-36
227514,-30
227515,-23
227516,-36
227517,-84
227518,-9
227519,-5
227520,-67
227521,-30
227522,10
227523,2
227524,-66
227525,46
