sequence,channel_0
227526,56
227527,-18
227528,-76
227529,38
227530,-7
227531,-60
227532,-60
227533,17
227534,12
227535,-3
227536,4
227537,-97
227538,-23
227539,59
227540,-30
227541,-91
227542,20
227543,-79
227544,-171
227545,-73
227546,57
227547,-72
227548,-124
227549,9
227550,-41
227551,-63
227552,-4
227553,-6
227554,-58
227555,44
227556,-1
227557,-78
227558,-21
227559,68
227560,-27
227561,-21
227562,-5
227563,-25
227564,22
227565,54
227566,9
227567,-39
227568,41
227569,72
227570,-5
227571,-50
227572,71
227573,40
227574,-40
227575,-59
227576,-17
227577,-13
227578,4
227579,27
227580,-72
227581,-4
227582,3
227583,-79
227584,-97
227585,1
227586,14
227587,-73
227588,-61
227589,-44
227590,11
227591,-27
227592,-81
227593,-8
227594,32
227595,-65
227596,-124
227597,-28
227598,-16
227599,-64
227600,-72
227601,-33
227602,-4
227603,-42
227604,-42
227605,-44
227606,-28
227607,-48
227608,-9
227609,-39
227610,-121
227611,-88
227612,-57
227613,-92
227614,-47
227615,-45
227616,-92
227617,-106
227618,-20
227619,-88
227620,-129
227621,-55
227622,-47
227623,-158
227624,-113
227625,-54
227626,-13
227627,-33
227628,-59
227629,-21
227630,-83
227631,-47
227632,-29
227633,-90
227634,-87
227635,104
227636,-52
227637,-141
227638,20
227639,100
227640,-122
227641,-48
227642,28
227643,-88
227644,-52
227645,41
227646,-63
227647,-60
227648,55
227649,1
227650,-92
227651,9
227652,75
227653,-48
227654,-6
227655,97
227656,-2
227657,-76
227658,21
227659,12
227660,-41
227661,-42
227662,63
227663,-48
227664,-81
227665,58
227666,34
227667,-73
227668,-25
227669,3
227670,-64
227671,-75
227672,-26
227673,-34
227674,27
227675,42
227676,-116
227677,-138
227678,71
227679,25
227680,-155
227681,-91
227682,38
227683,21
227684,-74
227685,-15
227686,5
227687,-26
227688,-58
227689,-24
227690,-9
227691,17
227692,8
227693,-64
227694,-40
227695,41
227696,-13
227697,-54
227698,-2
227699,15
227700,-3
227701,-3
227702,-14
227703,-65
227704,12
227705,51
227706,-119
227707,-118
227708,52
227709,-1
227710,-87
227711,-31
227712,58
227713,-32
227714,-29
227715,-26
227716,-53
227717,-6
227718,19
227719,-118
227720,-91
227721,51
227722,23
227723,-89
227724,-56
227725,0
227726,-1
227727,-28
227728,-51
227729,-44
227730,7
227731,39
227732,-15
227733,-96
227734,-59
227735,-3
227736,-114
227737,-105
227738,-37
227739,31
227740,-3
227741,-59
227742,-74
227743,-38
227744,30
227745,-12
227746,-143
227747,-27
227748,43
227749,-14
227750,-100
227751,-54
227752,-7
227753,28
227754,-15
227755,-71
227756,-50
227757,47
227758,50
227759,-44
227760,-4
227761,-24
227762,-39
227763,-47
227764,-6
227765,-41
227766,-54
227767,-8
227768,-35
227769,-70
227770,3
227771,2
227772,-47
227773,-43
227774,-7
227775,-18
227776,42
227777,10
227778,-28
227779,3
227780,33
227781,-19
227782,-76
227783,-1
227784,-9
227785,19
227786,-11
227787,3
227788,39
227789,62
227790,27
227791,12
227792,33
227793,18
227794,-1
227795,-38
227796,-36
227797,-20
227798,22
227799,31
227800,56
227801,55
227802,43
227803,89
227804,46
227805,-5
227806,66
227807,118
227808,43
227809,0
227810,38
227811,23
227812,23
227813,44
227814,22
227815,-7
227816,10
227817,55
227818,-37
227819,-44
227820,-4
227821,39
227822,11
227823,-8
227824,21
227825,32
227826,26
227827,-5
227828,28
227829,46
227830,27
227831,-13
227832,15
227833,61
227834,72
227835,56
227836,31
227837,66
227838,52
227839,74
227840,65
227841,46
227842,-13
227843,-11
227844,117
227845,138
227846,36
227847,28
227848,105
227849,92
227850,40
227851,9
227852,-42
227853,10
227854,86
227855,17
227856,-55
227857,59
227858,97
227859,15
227860,-13
227861,47
227862,37
227863,61
227864,18
227865,-3
227866,19
227867,56
227868,72
227869,27
227870,48
227871,93
227872,67
227873,23
227874,37
227875,80
227876,39
227877,-1
227878,19
227879,8
227880,45
227881,82
227882,6
227883,6
227884,97
227885,32
227886,-28
227887,42
227888,67
227889,15
227890,75
227891,82
227892,-6
227893,49
227894,79
227895,-43
227896,-64
227897,77
227898,103
227899,-32
227900,-16
227901,52
227902,48
227903,2
227904,-1
227905,-18
227906,58
227907,107
227908,-10
227909,-96
227910,64
227911,109
227912,-68
227913,-58
227914,18
227915,-21
227916,-15
227917,41
227918,-27
227919,-12
227920,104
227921,76
227922,-1
227923,29
227924,81
227925,63
227926,-6
227927,13
227928,82
227929,86
227930,-9
227931,-15
227932,59
227933,54
227934,19
227935,-61
227936,-40
227937,66
227938,33
227939,-42
227940,15
227941,18
227942,23
227943,47
227944,15
227945,52
227946,140
227947,110
227948,-8
227949,11
227950,109
227951,65
227952,53
227953,130
227954,122
227955,11
227956,76
227957,199
227958,107
227959,66
227960,82
227961,115
227962,91
227963,135
227964,121
227965,35
227966,90
227967,166
227968,36
227969,-50
227970,89
227971,94
227972,-24
227973,37
227974,132
227975,-22
227976,-43
227977,98
227978,65
227979,5
227980,125
227981,123
227982,-9
227983,73
227984,164
227985,85
227986,8
227987,67
227988,133
227989,70
227990,93
227991,101
227992,-2
227993,39
227994,154
227995,81
227996,-66
227997,78
227998,131
227999,1
228000,-18
228001,77
228002,39
228003,20
228004,71
228005,30
228006,4
228007,-14
228008,23
228009,-12
228010,-20
228011,72
228012,77
228013,-25
228014,-52
228015,59
228016,59
228017,3
228018,4
228019,29
228020,108
228021,65
228022,-16
228023,-5
228024,176
228025,74
228026,-59
228027,47
228028,102
228029,54
228030,54
228031,67
228032,37
228033,81
228034,32
228035,-56
228036,-13
228037,71
228038,-10
228039,-67
228040,0
228041,49
228042,13
228043,20
228044,40
228045,49
228046,52
228047,100
228048,70
228049,1
228050,30
228051,35
228052,-9
228053,28
228054,104
228055,52
228056,52
228057,42
228058,21
228059,87
228060,89
228061,-7
228062,34
228063,123
228064,57
228065,-7
228066,40
228067,53
228068,26
228069,9
228070,8
228071,20
228072,48
228073,15
228074,-12
228075,42
228076,44
228077,24
228078,-3
228079,50
228080,84
228081,56
228082,-43
228083,-7
228084,46
228085,89
228086,60
228087,-18
228088,-7
228089,79
228090,41
228091,-31
228092,-7
228093,80
228094,-3
228095,-56
228096,19
228097,-26
228098,-19
228099,-14
228100,-23
228101,1
228102,82
228103,23
228104,-63
228105,-72
228106,106
228107,59
228108,10
228109,38
228110,52
228111,40
228112,41
228113,-11
228114,-35
228115,26
228116,-6
228117,-34
228118,-10
228119,29
228120,43
228121,44
228122,-6
228123,35
228124,59
228125,19
228126,-86
228127,-15
228128,13
228129,-21
228130,-70
228131,-89
228132,-1
228133,-15
228134,-65
228135,-65
228136,25
228137,9
228138,-1
228139,1
228140,-50
228141,4
228142,57
228143,-6
228144,-25
228145,45
228146,67
228147,19
228148,-13
228149,-9
228150,25
228151,-35
228152,-13
228153,-41
228154,-46
228155,-31
228156,15
228157,-96
228158,-77
228159,103
228160,24
228161,-100
228162,-29
228163,17
228164,-36
228165,15
228166,-64
228167,-64
228168,-20
228169,7
228170,-121
228171,-86
228172,41
228173,29
228174,-144
228175,-122
228176,36
228177,56
228178,-14
228179,-78
228180,-1
228181,38
228182,42
228183,7
228184,-62
228185,-24
228186,76
228187,-32
228188,-86
228189,24
228190,87
228191,-4
228192,-27
228193,32
228194,33
228195,76
228196,39
228197,-44
228198,-59
228199,25
228200,4
228201,8
228202,8
228203,5
228204,14
228205,23
228206,24
228207,7
228208,-17
228209,30
228210,-17
228211,-92
228212,-10
228213,73
228214,12
228215,-70
228216,15
228217,83
228218,30
228219,57
228220,-18
228221,30
228222,48
228223,-2
228224,-2
228225,89
228226,65
228227,-69
228228,-24
228229,55
228230,4
228231,-19
228232,42
228233,-8
228234,-82
228235,8
228236,45
228237,-59
228238,-76
228239,3
228240,0
228241,-22
228242,-17
228243,-92
228244,6
228245,24
228246,-47
228247,-18
228248,60
228249,-40
228250,-79
228251,46
228252,32
228253,-23
228254,100
228255,96
228256,-27
228257,-26
228258,63
228259,53
228260,35
228261,29
228262,-39
228263,-30
228264,36
228265,-23
228266,-104
228267,18
228268,120
228269,-26
228270,-87
228271,50
228272,42
228273,-83
228274,-32
228275,38
228276,-22
228277,-30
228278,96
228279,4
228280,-47
228281,36
228282,77
228283,7
228284,50
228285,59
228286,-74
228287,37
228288,86
228289,32
228290,-4
228291,37
228292,47
228293,-9
228294,55
228295,75
228296,-35
228297,-87
228298,61
228299,57
228300,-65
228301,-19
228302,97
228303,-15
228304,-101
228305,6
228306,13
228307,2
228308,84
228309,55
228310,-58
228311,-29
228312,9
228313,-14
228314,-56
228315,56
228316,1
228317,-63
228318,-23
228319,18
228320,-39
228321,13
228322,11
228323,-114
228324,-79
228325,18
228326,-94
228327,-159
228328,13
228329,-14
228330,-97
228331,-41
228332,4
228333,-92
228334,-34
228335,53
228336,-71
228337,-59
228338,-1
228339,26
228340,-79
228341,-50
228342,-24
228343,-10
228344,-4
228345,-30
228346,-20
228347,9
228348,83
228349,39
228350,-111
228351,-30
228352,119
228353,43
228354,-60
228355,35
228356,27
228357,-3
228358,4
228359,-44
228360,-43
228361,75
228362,-11
228363,-219
228364,-77
228365,119
228366,-40
228367,-142
228368,-30
228369,51
228370,3
228371,13
228372,-99
228373,-55
228374,84
228375,71
228376,-80
228377,-31
228378,97
228379,-29
228380,-104
228381,-36
228382,29
228383,-21
228384,-19
228385,-12
228386,-33
228387,-18
228388,34
228389,-15
228390,-84
228391,5
228392,55
228393,-51
228394,-74
228395,45
228396,28
228397,-45
228398,0
228399,37
228400,9
228401,-25
228402,-25
228403,-2
228404,27
228405,45
228406,-37
228407,-51
228408,53
228409,43
228410,-24
228411,-4
228412,79
228413,31
228414,-62
228415,2
228416,32
228417,50
228418,-16
228419,-36
228420,-19
228421,22
228422,58
228423,27
228424,-70
228425,-29
228426,86
228427,33
228428,-34
228429,-76
228430,13
228431,54
228432,-14
228433,-102
228434,-27
228435,61
228436,-97
228437,-115
228438,57
228439,-11
228440,-119
228441,-42
228442,-17
228443,-21
228444,-36
228445,-82
228446,-121
228447,-74
228448,-38
228449,-88
228450,-113
228451,-94
228452,-98
228453,-75
228454,-104
228455,-174
228456,-193
228457,-96
228458,-93
228459,-140
228460,-82
228461,-30
228462,-115
228463,-140
228464,-78
228465,-133
228466,-106
228467,-117
228468,-120
228469,-67
228470,-66
228471,-95
228472,-98
228473,-5
228474,-62
228475,-102
228476,-93
228477,-16
228478,-49
228479,-45
228480,-59
228481,-91
228482,-39
228483,17
228484,-39
228485,-96
228486,-38
228487,-41
228488,-62
228489,-50
228490,-43
228491,-73
228492,-12
228493,-18
228494,-51
228495,-76
228496,-94
228497,-50
228498,-66
228499,-102
228500,-92
228501,-66
228502,-102
228503,-138
228504,-36
228505,-9
228506,-76
228507,-55
228508,-3
228509,-34
228510,-53
228511,-2
228512,-63
228513,-81
228514,-33
228515,17
228516,-38
228517,-113
228518,-94
228519,-37
228520,-29
228521,-98
228522,-107
228523,-44
228524,-26
228525,-83
228526,-55
228527,37
228528,14
228529,-53
228530,-44
228531,0
228532,-43
228533,-75
228534,-75
228535,-50
228536,-15
228537,-12
228538,-90
228539,-100
228540,-31
228541,2
228542,-15
228543,6
228544,11
228545,21
228546,-6
228547,-41
228548,1
228549,48
228550,44
228551,-28
228552,-29
228553,39
228554,5
228555,-65
228556,-24
228557,59
228558,-35
228559,-56
228560,-2
228561,-61
228562,-98
228563,-27
228564,-1
228565,-21
228566,-4
228567,44
228568,-3
228569,-36
228570,-10
228571,-12
228572,1
228573,-26
228574,0
228575,-103
228576,-63
228577,-3
228578,33
228579,-29
228580,18
228581,11
228582,-75
228583,-34
228584,-46
228585,-63
228586,-81
228587,0
228588,-39
228589,-76
228590,25
228591,28
228592,-58
228593,-71
228594,-27
228595,-5
228596,-3
228597,-25
228598,-39
228599,-20
228600,-26
228601,-79
228602,2
228603,49
228604,26
228605,16
228606,-5
228607,12
228608,68
228609,49
228610,-26
228611,5
228612,43
228613,15
228614,-55
228615,-14
228616,59
228617,-5
228618,-39
228619,-46
228620,-13
228621,-30
228622,22
228623,-9
228624,-47
228625,26
228626,79
228627,-49
228628,-21
228629,9
228630,-23
228631,-65
228632,21
228633,47
228634,0
228635,-72
228636,-60
228637,38
228638,28
228639,-15
228640,-67
228641,4
228642,28
228643,-37
228644,-25
228645,27
228646,-7
228647,-85
228648,34
228649,88
228650,-23
228651,-13
228652,11
228653,-57
228654,-6
228655,44
228656,-21
228657,-100
228658,6
228659,-12
228660,-53
228661,-16
228662,-28
228663,-63
228664,-31
228665,-3
228666,-83
228667,48
228668,45
228669,-8
228670,-86
228671,14
228672,62
228673,-21
228674,-54
228675,-9
228676,-5
228677,17
228678,58
228679,-42
228680,-67
228681,24
228682,42
228683,-42
228684,10
228685,67
228686,-1
228687,-7
228688,93
228689,14
228690,-38
228691,106
228692,57
228693,-50
228694,8
228695,99
228696,-31
228697,-42
228698,84
228699,50
228700,-11
228701,-4
228702,13
228703,-20
228704,50
228705,35
228706,2
228707,44
228708,101
228709,-14
228710,-59
228711,81
228712,52
228713,-81
228714,-15
228715,38
228716,-38
228717,-4
228718,40
228719,-10
228720,-53
228721,26
228722,-22
228723,-69
228724,55
228725,30
228726,-105
228727,-22
228728,58
228729,-4
228730,-91
228731,-10
228732,21
228733,0
228734,40
228735,-4
228736,-50
228737,4
228738,60
228739,-18
228740,-33
228741,109
228742,87
228743,-39
228744,2
228745,67
228746,3
228747,32
228748,49
228749,-3
228750,14
228751,90
228752,19
228753,-52
228754,128
228755,160
228756,19
228757,19
228758,83
228759,27
228760,-8
228761,45
228762,68
228763,63
228764,71
228765,51
228766,-72
228767,-58
228768,69
228769,70
228770,-8
228771,8
228772,47
228773,24
228774,83
228775,70
228776,-25
228777,51
228778,118
228779,0
228780,-25
228781,113
228782,99
228783,-4
228784,-8
228785,-7
228786,17
228787,36
228788,50
228789,-63
228790,-57
228791,38
228792,62
228793,21
228794,-38
228795,23
228796,42
228797,-17
228798,-77
228799,-16
228800,89
228801,39
228802,-30
228803,-24
228804,59
228805,41
228806,-5
228807,-34
228808,48
228809,106
228810,11
228811,-67
228812,42
228813,87
228814,-2
228815,-35
228816,-2
228817,58
228818,17
228819,-39
228820,-73
228821,17
228822,94
228823,38
228824,-44
228825,-24
228826,30
228827,44
228828,-19
228829,-36
228830,110
228831,62
228832,-13
228833,-22
228834,79
228835,70
228836,38
228837,73
228838,55
228839,80
228840,70
228841,-49
228842,-26
228843,107
228844,130
228845,6
228846,-36
228847,52
228848,101
228849,-24
228850,-57
228851,44
228852,66
228853,-33
228854,-76
228855,10
228856,-12
228857,-16
228858,-53
228859,-56
228860,38
228861,98
228862,-10
228863,-77
228864,44
228865,87
228866,-94
228867,-50
228868,60
228869,122
228870,32
228871,24
228872,-84
228873,-12
228874,77
228875,45
228876,-44
228877,20
228878,67
228879,-11
228880,37
228881,36
228882,3
228883,7
228884,67
228885,-101
228886,-133
228887,21
228888,53
228889,-143
228890,-94
228891,26
228892,-32
228893,-54
228894,109
228895,63
228896,-65
228897,70
228898,122
228899,73
228900,72
228901,153
228902,28
